review_id,product_id,customer_id,rating,review_date,review_text
293,111,1667,4,2024-06-22,Good
294,175,1114,4,2024-04-01,Good
295,153,1682,5,2024-08-28,Excellent
296,177,1056,1,2024-07-04,Terrible
297,200,1436,1,2024-06-23,Terrible
298,181,1512,2,2024-07-29,Poor
299,200,1698,4,2024-08-28,Good
300,156,1576,5,2024-11-26,Excellent
301,130,1108,3,2024-06-03,Average
302,114,1931,2,2024-03-23,Poor
303,154,1863,1,2024-10-01,Terrible
304,161,1712,4,2024-04-16,Good
305,162,1291,5,2024-01-05,Excellent
306,104,1769,4,2024-01-03,Good
307,175,1472,3,2024-04-16,Average
308,170,1122,5,2024-07-26,Excellent
309,112,1013,4,2024-04-05,Good
310,127,1376,2,2024-10-01,Poor
311,124,1132,2,2024-10-19,Poor
312,141,1081,5,2024-06-04,Excellent
313,176,1335,2,2024-07-08,Poor
314,138,1902,3,2024-10-01,Average
315,130,1203,4,2024-12-07,Good
316,191,1132,3,2024-01-07,Average
317,111,1458,2,2024-10-08,Poor
318,127,1776,4,2024-04-04,Good
319,117,1313,2,2024-08-13,Poor
320,185,1632,4,2024-09-30,Good
321,174,1776,4,2024-10-03,Good
322,129,1221,2,2024-01-27,Poor
323,150,1855,3,2024-10-20,Average
324,135,1290,2,2024-09-25,Poor
325,105,1666,1,2024-06-26,Terrible
326,142,1205,1,2024-04-11,Terrible
327,152,1243,1,2024-08-27,Terrible
328,145,1504,4,2024-11-28,Good
329,184,1442,1,2024-10-17,Terrible
330,165,1848,4,2024-07-31,Good
331,181,1650,3,2024-11-16,Average
332,161,1231,4,2024-11-09,Good
333,174,1139,3,2024-02-12,Average
334,131,1736,1,2024-08-09,Terrible
335,141,1143,4,2024-06-24,Good
336,150,1668,4,2024-01-05,Good
337,192,1463,1,2024-02-03,Terrible
338,100,1587,3,2024-02-25,Average
339,159,1860,4,2024-08-11,Good
340,164,1955,3,2024-07-31,Average
341,173,1935,5,2024-09-08,Excellent
342,101,1395,5,2024-06-15,Excellent
343,117,1834,5,2024-08-02,Excellent
344,148,1864,2,2024-10-28,Poor
345,179,1032,1,2024-03-23,Terrible
346,153,1366,1,2024-02-25,Terrible
347,160,1378,3,2024-07-16,Average
348,110,1595,3,2024-10-28,Average
349,124,1597,4,2024-04-24,Good
350,138,1515,3,2024-09-20,Average
351,124,1775,4,2024-08-16,Good
352,200,1809,3,2024-09-11,Average
353,131,1101,1,2024-03-26,Terrible
354,124,1068,2,2024-05-31,Poor
355,151,1924,4,2024-04-03,Good
356,175,1731,1,2024-03-13,Terrible
357,130,1820,3,2024-05-10,Average
358,147,1406,1,2024-10-29,Terrible
359,132,1901,5,2024-03-17,Excellent
360,198,1895,2,2024-05-16,Poor
361,104,1969,5,2024-04-04,Excellent
362,148,1210,5,2024-07-11,Excellent
363,126,1068,2,2024-08-26,Poor
364,179,1033,4,2024-05-01,Good
365,127,1319,4,2024-11-05,Good
366,155,1396,2,2024-04-02,Poor
367,151,1537,3,2024-01-04,Average
368,190,1656,3,2024-09-14,Average
369,192,1630,1,2024-10-04,Terrible
370,167,1277,3,2024-07-07,Average
371,172,1280,2,2024-02-01,Poor
372,132,1405,2,2024-04-15,Poor
373,117,1547,2,2024-05-31,Poor
374,172,1625,4,2024-01-30,Good
375,166,1427,2,2024-02-16,Poor
376,152,1735,5,2024-04-02,Excellent
377,114,1817,3,2024-05-25,Average
378,169,1815,5,2024-05-12,Excellent
379,112,1153,4,2024-08-14,Good
380,120,1067,3,2024-04-12,Average
381,193,1647,5,2024-01-14,Excellent
382,190,1363,1,2024-03-29,Terrible
383,161,1700,3,2024-10-31,Average
384,133,1949,2,2024-03-12,Poor
385,172,1636,4,2024-04-02,Good
386,146,1523,5,2024-08-27,Excellent
387,199,1219,5,2024-01-01,Excellent
388,182,1230,5,2024-11-28,Excellent
389,136,1212,5,2024-05-15,Excellent
390,101,1489,2,2024-10-30,Poor
391,185,1420,5,2024-10-31,Excellent
392,166,1073,2,2024-02-22,Poor
393,132,1390,1,2024-05-23,Terrible
394,172,1353,4,2023-12-31,Good
395,152,1461,5,2024-09-09,Excellent
396,110,1335,1,2024-02-27,Terrible
397,192,1524,2,2024-05-11,Poor
398,180,1404,1,2024-07-04,Terrible
399,125,1578,3,2024-10-18,Average
400,140,1434,5,2024-10-07,Excellent
401,102,1731,5,2024-06-21,Excellent
402,171,1972,1,2024-05-01,Terrible
403,119,1980,4,2024-08-07,Good
404,115,1241,3,2024-10-01,Average
405,118,1823,4,2024-12-04,Good
406,133,1714,1,2024-09-24,Terrible
407,163,1476,4,2024-07-20,Good
408,152,1067,2,2024-11-04,Poor
409,105,1482,5,2024-06-22,Excellent
410,125,1013,4,2024-05-19,Good
411,116,1293,1,2024-04-23,Terrible
412,103,1635,5,2024-01-28,Excellent
413,132,1324,1,2024-07-21,Terrible
414,181,1282,4,2024-03-01,Good
415,149,1429,3,2024-10-23,Average
416,100,1492,3,2024-07-26,Average
417,120,1386,2,2024-08-22,Poor
418,190,1455,1,2024-06-06,Terrible
419,107,1183,4,2024-01-20,Good
420,103,1742,4,2024-03-25,Good
421,145,1830,2,2024-02-29,Poor
422,174,1799,1,2024-11-21,Terrible
423,171,1132,1,2024-06-27,Terrible
424,180,1623,3,2024-03-21,Average
425,137,1178,2,2024-07-31,Poor
426,161,1544,5,2024-09-03,Excellent
427,154,1214,4,2024-08-17,Good
428,150,1660,4,2024-03-15,Good
429,185,1102,2,2024-09-27,Poor
430,166,1780,1,2024-02-01,Terrible
431,137,1167,3,2024-03-07,Average
432,166,1490,3,2024-02-08,Average
433,198,1973,3,2024-04-11,Average
434,159,1015,3,2024-05-26,Average
435,153,1955,4,2024-02-15,Good
436,187,1030,5,2024-12-05,Excellent
437,142,1117,5,2024-01-21,Excellent
438,125,1669,5,2024-06-20,Excellent
439,167,1681,3,2024-06-27,Average
440,142,1468,1,2024-11-06,Terrible
441,192,1232,3,2024-09-01,Average
442,120,1632,2,2024-09-26,Poor
443,147,1071,3,2024-06-19,Average
444,167,1608,4,2024-09-06,Good
445,200,1945,1,2024-07-14,Terrible
446,200,1542,1,2024-08-17,Terrible
447,158,1178,3,2024-04-19,Average
448,109,1664,3,2024-01-05,Average
449,183,1304,4,2024-11-24,Good
450,150,1504,1,2024-02-19,Terrible
451,174,1685,4,2024-02-13,Good
452,148,1353,1,2024-05-21,Terrible
453,136,1681,1,2024-10-16,Terrible
454,188,1235,1,2024-01-27,Terrible
455,149,1232,1,2024-12-09,Terrible
456,129,1260,4,2024-11-02,Good
457,197,1741,4,2024-10-22,Good
458,128,1129,5,2024-01-09,Excellent
459,139,1252,5,2024-05-02,Excellent
460,120,1264,3,2024-10-25,Average
461,139,1054,5,2024-08-09,Excellent
462,122,1883,2,2024-01-14,Poor
463,175,1121,1,2024-09-19,Terrible
464,194,1045,4,2024-01-29,Good
465,116,1956,1,2024-08-01,Terrible
466,136,1657,3,2024-07-27,Average
467,121,1552,5,2024-01-09,Excellent
468,167,1945,5,2024-08-27,Excellent
469,104,1205,4,2024-12-01,Good
470,164,1556,5,2024-08-13,Excellent
471,166,1538,3,2024-03-30,Average
472,116,1659,5,2024-01-02,Excellent
473,129,1353,4,2024-09-15,Good
474,123,1799,5,2024-06-11,Excellent
475,119,1743,1,2024-05-26,Terrible
476,147,1041,4,2024-11-29,Good
477,174,1650,5,2024-01-05,Excellent
478,198,1737,1,2024-07-19,Terrible
479,123,1428,2,2024-05-13,Poor
480,147,1768,5,2024-04-21,Excellent
481,190,1996,4,2024-02-22,Good
482,190,1466,3,2024-01-12,Average
483,134,1239,4,2024-08-21,Good
484,139,1876,3,2024-04-08,Average
485,177,1643,4,2024-10-18,Good
486,130,1880,4,2024-02-23,Good
487,198,1164,1,2024-06-16,Terrible
488,136,1654,2,2024-12-08,Poor
489,188,1046,3,2024-11-22,Average
490,134,1959,2,2024-11-04,Poor
491,155,1539,3,2024-07-08,Average
492,159,1495,5,2024-11-28,Excellent
493,107,1446,2,2024-07-18,Poor
494,153,1770,4,2024-07-31,Good
495,146,1983,1,2024-09-19,Terrible
496,171,1098,4,2024-06-24,Good
497,137,1768,2,2024-07-22,Poor
498,157,1902,1,2024-01-04,Terrible
499,137,1485,1,2024-10-13,Terrible
500,184,1744,5,2024-02-15,Excellent
501,125,1115,4,2024-12-01,Good
502,126,1898,5,2024-09-12,Excellent
503,199,1419,5,2024-05-07,Excellent
504,143,1947,2,2024-06-14,Poor
505,176,1618,4,2024-04-18,Good
506,132,1058,2,2024-04-23,Poor
507,128,1688,1,2024-04-11,Terrible
508,111,1940,2,2024-09-22,Poor
509,119,1131,2,2024-05-09,Poor
510,164,1531,5,2024-05-19,Excellent
511,179,1669,3,2024-05-13,Average
512,179,1450,4,2024-02-09,Good
513,150,1898,1,2024-03-07,Terrible
514,117,1525,1,2024-12-01,Terrible
515,144,1494,3,2024-05-11,Average
516,178,1504,2,2024-06-05,Poor
517,135,1242,4,2024-11-10,Good
518,165,1031,2,2024-08-03,Poor
519,157,1642,3,2024-07-27,Average
520,185,1551,4,2024-08-21,Good
521,112,1290,1,2024-11-10,Terrible
522,104,1897,3,2024-09-02,Average
523,155,1066,4,2024-05-14,Good
524,116,1743,3,2024-05-16,Average
525,112,1922,5,2024-03-26,Excellent
526,197,1094,1,2024-08-09,Terrible
527,194,1874,2,2024-04-11,Poor
528,112,1128,5,2024-06-19,Excellent
529,154,1864,5,2024-01-05,Excellent
530,137,1035,4,2024-06-18,Good
531,199,1287,5,2024-05-31,Excellent
532,126,1438,5,2024-05-16,Excellent
533,129,1252,4,2024-04-16,Good
534,198,1685,2,2024-01-08,Poor
535,128,1297,3,2024-01-02,Average
536,125,1550,4,2024-03-30,Good
537,166,1607,4,2024-11-16,Good
538,169,1235,1,2024-06-06,Terrible
539,199,1993,5,2024-01-17,Excellent
540,193,1324,1,2024-01-05,Terrible
541,122,1989,2,2024-07-26,Poor
542,143,1371,5,2024-10-03,Excellent
543,134,1048,5,2024-10-12,Excellent
544,137,1023,2,2024-08-26,Poor
545,101,1870,2,2024-09-30,Poor
546,193,1699,4,2024-05-23,Good
547,159,1151,5,2024-11-12,Excellent
548,141,1476,5,2024-10-03,Excellent
549,187,1184,3,2024-10-06,Average
550,156,1637,5,2024-11-24,Excellent
551,171,1678,5,2024-05-04,Excellent
552,115,1955,3,2024-09-15,Average
553,133,1979,4,2024-03-10,Good
554,112,1914,1,2024-11-07,Terrible
555,149,1126,1,2024-04-13,Terrible
556,162,1306,1,2024-08-18,Terrible
557,108,1104,4,2024-03-13,Good
558,154,1278,1,2024-05-10,Terrible
559,172,1874,4,2024-06-04,Good
560,149,1097,5,2024-03-22,Excellent
561,134,1894,3,2024-01-11,Average
562,137,1889,3,2024-01-18,Average
563,135,1390,2,2024-10-17,Poor
564,175,1761,2,2024-01-14,Poor
565,128,1441,1,2024-08-04,Terrible
566,196,1458,2,2024-10-05,Poor
567,142,1942,4,2024-10-15,Good
568,194,1651,5,2024-03-15,Excellent
569,165,1647,5,2024-01-17,Excellent
570,127,1494,5,2024-01-28,Excellent
571,173,1982,5,2024-04-24,Excellent
572,124,1096,2,2024-01-26,Poor
573,125,1350,3,2024-02-20,Average
574,194,1500,5,2024-06-08,Excellent
575,130,1555,4,2024-09-09,Good
576,198,1718,4,2024-05-19,Good
577,160,1795,2,2024-07-22,Poor
578,120,1311,2,2024-12-09,Poor
579,149,1686,4,2024-10-22,Good
580,192,1196,2,2024-11-08,Poor
581,196,1504,1,2024-11-14,Terrible
582,100,1391,2,2024-07-22,Poor
583,160,1696,3,2024-07-27,Average
584,176,1362,5,2024-04-09,Excellent
585,175,1067,3,2024-01-04,Average
586,112,1396,1,2024-05-12,Terrible
587,113,1859,1,2024-07-08,Terrible
588,157,1946,4,2024-01-24,Good
589,169,1060,3,2024-05-01,Average
590,112,1054,2,2024-01-30,Poor
591,158,1734,1,2024-09-20,Terrible
592,146,1082,3,2024-08-30,Average
593,141,1925,3,2024-09-07,Average
594,144,1975,1,2024-04-19,Terrible
595,154,1545,1,2024-07-14,Terrible
596,158,1407,1,2024-01-17,Terrible
597,166,1778,4,2024-07-17,Good
598,184,1233,3,2024-06-21,Average
599,189,1225,4,2024-08-25,Good
600,192,1008,5,2024-11-15,Excellent
601,183,1458,1,2024-01-09,Terrible
602,137,1861,4,2024-07-24,Good
603,155,1501,5,2024-04-19,Excellent
604,157,1605,3,2024-04-12,Average
605,163,1011,5,2024-04-13,Excellent
606,110,1070,4,2024-09-19,Good
607,191,1959,4,2024-06-09,Good
608,180,1191,4,2024-06-21,Good
609,156,1569,5,2024-02-25,Excellent
610,117,1159,4,2024-07-08,Good
611,145,1850,5,2024-10-28,Excellent
612,119,1258,1,2024-05-17,Terrible
613,122,1680,1,2024-04-05,Terrible
614,106,1345,2,2024-04-14,Poor
615,156,1969,4,2024-08-22,Good
616,103,1250,4,2024-06-23,Good
617,147,1100,3,2024-09-26,Average
618,198,1790,2,2024-06-15,Poor
619,119,1498,3,2024-05-03,Average
620,136,1184,2,2024-06-16,Poor
621,161,1379,5,2024-08-04,Excellent
622,200,1642,3,2024-01-04,Average
623,107,1255,3,2024-02-01,Average
624,182,1488,2,2024-07-09,Poor
625,176,1316,3,2024-11-24,Average
626,181,1655,5,2024-03-09,Excellent
627,149,1816,4,2024-08-24,Good
628,172,1990,3,2024-12-01,Average
629,117,1736,5,2024-11-17,Excellent
630,186,1627,1,2024-11-09,Terrible
631,159,1445,5,2024-04-21,Excellent
632,142,1842,4,2024-04-13,Good
633,163,1570,3,2024-11-12,Average
634,176,1911,2,2024-05-31,Poor
635,174,1391,3,2024-10-17,Average
636,173,1095,5,2024-02-24,Excellent
637,143,1327,1,2024-05-26,Terrible
638,106,1907,2,2024-09-30,Poor
639,171,1203,1,2024-02-01,Terrible
640,174,1228,4,2024-08-25,Good
641,127,1099,4,2024-10-11,Good
642,113,1469,4,2024-02-02,Good
643,188,1618,4,2024-02-07,Good
644,121,1718,2,2024-03-22,Poor
645,150,1032,1,2024-06-23,Terrible
646,143,1401,4,2024-01-14,Good
647,177,1156,5,2024-11-18,Excellent
648,186,1444,1,2024-08-10,Terrible
649,145,1504,1,2024-05-02,Terrible
650,179,1887,1,2024-01-24,Terrible
651,159,1348,4,2024-07-25,Good
652,169,1257,3,2024-06-01,Average
653,149,1638,3,2024-03-13,Average
654,103,1407,4,2024-04-24,Good
655,169,1561,2,2024-08-23,Poor
656,111,1776,2,2024-05-27,Poor
657,111,1537,4,2024-01-06,Good
658,114,1899,4,2024-01-22,Good
659,184,1232,5,2024-05-06,Excellent
660,110,1270,1,2024-10-26,Terrible
661,124,1243,2,2024-04-19,Poor
662,120,1551,1,2024-05-28,Terrible
663,132,1093,4,2024-10-17,Good
664,154,1072,2,2024-10-10,Poor
665,102,1505,5,2024-10-23,Excellent
666,152,1073,5,2024-02-23,Excellent
667,193,1561,4,2024-11-02,Good
668,106,1479,3,2024-04-10,Average
669,188,1933,2,2024-05-22,Poor
670,113,1513,3,2024-08-03,Average
671,129,1246,3,2024-09-13,Average
672,144,1421,2,2024-03-05,Poor
673,198,1645,3,2024-06-01,Average
674,153,1445,3,2024-12-08,Average
675,187,1258,3,2024-11-05,Average
676,112,1890,5,2024-09-28,Excellent
677,122,1046,1,2024-02-20,Terrible
678,102,1856,1,2024-11-11,Terrible
679,177,1113,5,2024-11-09,Excellent
680,132,1189,3,2024-09-30,Average
681,186,1003,5,2024-03-13,Excellent
682,126,1622,5,2024-03-11,Excellent
683,148,1228,1,2024-10-15,Terrible
684,125,1696,3,2024-06-23,Average
685,144,1459,5,2024-02-10,Excellent
686,154,1944,5,2024-08-20,Excellent
687,137,1825,4,2024-08-18,Good
688,127,1224,2,2024-06-02,Poor
689,139,1052,4,2024-03-03,Good
690,192,1966,3,2024-10-04,Average
691,161,1493,3,2024-09-11,Average
692,189,1459,2,2024-09-10,Poor
693,186,1936,3,2024-07-21,Average
694,179,1415,1,2024-08-08,Terrible
